Grant,Ceiling Amount,Sponsored Program,F&A Rate Spon Pgm,Project Start Date,Project End Date,Fund/_number,type_of_fund,Sponsored Class,Sp_Class_name,Budget,Actual Expense
117011,"USD 560,000,000.00",90059203,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640300,Contractual Services,$ 647.33,$ 603.17
117011,"USD 560,000,000.00",90059203,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,641400,Telecommunications,0,$ 13.57
117011,"USD 560,000,000.00",90059203,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,642500,Other Expenses,"$ 8,570.74","$ 8,892.16"
117011,"USD 560,000,000.00",90059203,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,643000,Other Expenses Exclu,0,$ 100.75
117011,"USD 560,000,000.00",90059203,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652000,Travel Domestic,"$ 16,351.89","$ 3,081.49"
117011,"USD 560,000,000.00",90059203,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,"$ 9,501.88"
117011,"USD 560,000,000.00",90059203,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 19,931.58","$ 21,044.29"
117011,"USD 560,000,000.00",90059203,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,691500,Service Center,0,$ 845.17
117011,"USD 560,000,000.00",90059203,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 39,866.44",0
117011,"USD 560,000,000.00",90059203,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 42,862.39"
117011,"USD 560,000,000.00",90059204,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 194,650.86","$ 232,735.13"
117011,"USD 560,000,000.00",90059204,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,"$ 68,955.34","$ 84,145.23"
117011,"USD 560,000,000.00",90059204,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,"$ 54,342.19","$ 67,337.64"
117011,"USD 560,000,000.00",90059204,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,637000,Repairs & Maintenanc,0,"$ 10,012.94"
117011,"USD 560,000,000.00",90059204,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640102,Leased Facilities Ex,0,"$ 28,487.05"
117011,"USD 560,000,000.00",90059204,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640300,Contractual Services,"$ 81,443.35","$ 84,964.14"
117011,"USD 560,000,000.00",90059204,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,641400,Telecommunications,0,"$ 5,021.96"
117011,"USD 560,000,000.00",90059204,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,642500,Other Expenses,"$ 35,598.00","$ 9,775.78"
117011,"USD 560,000,000.00",90059204,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,643000,Other Expenses Exclu,0,"$ -4,243.26"
117011,"USD 560,000,000.00",90059204,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652000,Travel Domestic,"$ 339,481.69","$ 375,875.70"
117011,"USD 560,000,000.00",90059204,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,"$ 57,952.50"
117011,"USD 560,000,000.00",90059204,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 90,133.76","$ 107,172.63"
117011,"USD 560,000,000.00",90059204,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,691500,Service Center,0,$ 100.98
117011,"USD 560,000,000.00",90059204,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 178,887.85",0
117011,"USD 560,000,000.00",90059204,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 217,369.85"
117011,"USD 560,000,000.00",90059225,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 312,500.00","$ 417,690.86"
117011,"USD 560,000,000.00",90059225,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,612000,Administrative Salar,0,"$ 47,730.58"
117011,"USD 560,000,000.00",90059225,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,"$ 106,250.00","$ 133,357.37"
117011,"USD 560,000,000.00",90059225,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,"$ 123,584.29","$ 148,438.82"
117011,"USD 560,000,000.00",90059225,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640300,Contractual Services,"$ 17,000.00","$ 17,926.40"
117011,"USD 560,000,000.00",90059225,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,641400,Telecommunications,0,$ 33.78
117011,"USD 560,000,000.00",90059225,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,642500,Other Expenses,"$ 133,000.00","$ 157,208.26"
117011,"USD 560,000,000.00",90059225,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,643000,Other Expenses Exclu,0,$ 75.50
117011,"USD 560,000,000.00",90059225,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652000,Travel Domestic,"$ 56,735.86","$ 9,216.15"
117011,"USD 560,000,000.00",90059225,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,"$ 60,853.44"
117011,"USD 560,000,000.00",90059225,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,653400,Equipment,"$ 33,939.12","$ 93,533.49"
117011,"USD 560,000,000.00",90059225,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 91,962.84","$ 125,087.72"
117011,"USD 560,000,000.00",90059225,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,691500,Service Center,0,"$ 1,159.29"
117011,"USD 560,000,000.00",90059225,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 167,196.74",0
117011,"USD 560,000,000.00",90059225,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 234,927.64"
117011,"USD 560,000,000.00",90059226,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 734,507.68","$ 1,118,467.46"
117011,"USD 560,000,000.00",90059226,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,"$ 227,448.10","$ 285,280.65"
117011,"USD 560,000,000.00",90059226,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,"$ 203,868.19","$ 256,427.22"
117011,"USD 560,000,000.00",90059226,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,637000,Repairs & Maintenanc,0,"$ 35,723.81"
117011,"USD 560,000,000.00",90059226,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640102,Leased Facilities Ex,0,"$ 110,875.28"
117011,"USD 560,000,000.00",90059226,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640300,Contractual Services,"$ 148,093.03","$ 308,724.45"
117011,"USD 560,000,000.00",90059226,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,641400,Telecommunications,0,"$ 48,768.65"
117011,"USD 560,000,000.00",90059226,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,642500,Other Expenses,"$ 293,529.16","$ 301,123.39"
117011,"USD 560,000,000.00",90059226,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,643000,Other Expenses Exclu,0,"$ -71,700.26"
117011,"USD 560,000,000.00",90059226,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652000,Travel Domestic,"$ 478,708.18","$ 227,475.51"
117011,"USD 560,000,000.00",90059226,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,"$ 431,084.12"
117011,"USD 560,000,000.00",90059226,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,653400,Equipment,"$ 17,882.75","$ 3,547.31"
117011,"USD 560,000,000.00",90059226,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 244,605.35","$ 346,980.84"
117011,"USD 560,000,000.00",90059226,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,691500,Service Center,0,$ 100.00
117011,"USD 560,000,000.00",90059226,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 488,845.67",0
117011,"USD 560,000,000.00",90059226,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 705,632.76"
117011,"USD 560,000,000.00",90059227,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,600000,Undistributed Budget,$ -397.69,0
117011,"USD 560,000,000.00",90059227,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 3,311.90",$ 942.18
117011,"USD 560,000,000.00",90059227,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,612000,Administrative Salar,0,"$ 2,138.08"
117011,"USD 560,000,000.00",90059227,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,"$ 1,129.78","$ 1,050.99"
117011,"USD 560,000,000.00",90059227,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640300,Contractual Services,$ 48.67,$ 73.65
117011,"USD 560,000,000.00",90059227,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652000,Travel Domestic,$ 918.86,$ 257.00
117011,"USD 560,000,000.00",90059227,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,$ 653.88
117011,"USD 560,000,000.00",90059227,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,690007,Recharge,$ 649.09,$ 613.88
117011,"USD 560,000,000.00",90059227,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 1,272.23",0
117011,"USD 560,000,000.00",90059227,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 1,203.20"
117011,"USD 560,000,000.00",90060672,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 299,464.07","$ 152,071.74"
117011,"USD 560,000,000.00",90060672,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,612000,Administrative Salar,0,"$ 101,490.62"
117011,"USD 560,000,000.00",90060672,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,"$ 98,607.17","$ 82,667.26"
117011,"USD 560,000,000.00",90060672,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,"$ 120,666.97","$ 84,656.84"
117011,"USD 560,000,000.00",90060672,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640300,Contractual Services,"$ 5,352.27","$ 2,859.20"
117011,"USD 560,000,000.00",90060672,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640500,Consultant,0,"$ 21,692.82"
117011,"USD 560,000,000.00",90060672,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,641400,Telecommunications,0,$ 263.25
117011,"USD 560,000,000.00",90060672,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,642500,Other Expenses,"$ 32,692.05","$ 24,665.50"
117011,"USD 560,000,000.00",90060672,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,643000,Other Expenses Exclu,0,$ 430.50
117011,"USD 560,000,000.00",90060672,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652000,Travel Domestic,"$ 69,524.74","$ 6,094.92"
117011,"USD 560,000,000.00",90060672,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,"$ 46,329.05"
117011,"USD 560,000,000.00",90060672,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,653400,Equipment,"$ 92,479.80","$ 34,403.51"
117011,"USD 560,000,000.00",90060672,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 86,250.93","$ 64,850.88"
117011,"USD 560,000,000.00",90060672,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,691500,Service Center,0,$ 367.89
117011,"USD 560,000,000.00",90060672,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 149,497.84",0
117011,"USD 560,000,000.00",90060672,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 123,482.12"
117011,"USD 560,000,000.00",90060673,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 244,542.25","$ 250,939.58"
117011,"USD 560,000,000.00",90060673,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,"$ 88,640.50","$ 89,440.14"
117011,"USD 560,000,000.00",90060673,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,"$ 56,357.34","$ 48,878.84"
117011,"USD 560,000,000.00",90060673,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,637000,Repairs & Maintenanc,0,"$ 9,079.38"
117011,"USD 560,000,000.00",90060673,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640102,Leased Facilities Ex,0,"$ 17,734.75"
117011,"USD 560,000,000.00",90060673,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640300,Contractual Services,"$ 51,701.93","$ 47,976.41"
117011,"USD 560,000,000.00",90060673,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,641400,Telecommunications,0,"$ 3,510.12"
117011,"USD 560,000,000.00",90060673,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,642500,Other Expenses,"$ 35,077.78","$ 6,636.73"
117011,"USD 560,000,000.00",90060673,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,643000,Other Expenses Exclu,0,"$ -2,424.00"
117011,"USD 560,000,000.00",90060673,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652000,Travel Domestic,"$ 309,914.60","$ 251,927.07"
117011,"USD 560,000,000.00",90060673,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,"$ 59,358.00"
117011,"USD 560,000,000.00",90060673,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,653400,Equipment,$ 978.06,$ 520.36
117011,"USD 560,000,000.00",90060673,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 92,100.94","$ 90,817.26"
117011,"USD 560,000,000.00",90060673,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 181,186.81",0
117011,"USD 560,000,000.00",90060673,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 180,298.36"
117011,"USD 560,000,000.00",90060674,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,600000,Undistributed Budget,"$ -1,651.41",0
117011,"USD 560,000,000.00",90060674,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 52,042.98","$ 52,057.95"
117011,"USD 560,000,000.00",90060674,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,"$ 14,915.07","$ 14,918.29"
117011,"USD 560,000,000.00",90060674,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,"$ 5,470.33","$ 5,470.33"
117011,"USD 560,000,000.00",90060674,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,637000,Repairs & Maintenanc,$ 544.84,$ 544.84
117011,"USD 560,000,000.00",90060674,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640102,Leased Facilities Ex,"$ 6,433.97","$ 6,433.97"
117011,"USD 560,000,000.00",90060674,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640300,Contractual Services,"$ 9,588.35","$ 9,588.35"
117011,"USD 560,000,000.00",90060674,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,641400,Telecommunications,"$ 1,775.26","$ 1,775.26"
117011,"USD 560,000,000.00",90060674,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,642500,Other Expenses,$ 831.28,"$ 3,266.18"
117011,"USD 560,000,000.00",90060674,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,643000,Other Expenses Exclu,0,"$ -2,439.09"
117011,"USD 560,000,000.00",90060674,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652000,Travel Domestic,"$ 19,349.04","$ 18,220.92"
117011,"USD 560,000,000.00",90060674,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652100,Travel Foreign,"$ 7,809.81","$ 7,717.14"
117011,"USD 560,000,000.00",90060674,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 14,256.69","$ 14,106.48"
117011,"USD 560,000,000.00",90060674,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 27,104.23",0
117011,"USD 560,000,000.00",90060674,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 26,809.83"
117011,"USD 560,000,000.00",90061012,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 157,262.83","$ 15,439.83"
117011,"USD 560,000,000.00",90061012,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,612000,Administrative Salar,0,"$ 16,602.01"
117011,"USD 560,000,000.00",90061012,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,"$ 53,663.16","$ 10,913.26"
117011,"USD 560,000,000.00",90061012,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,"$ 19,637.50","$ 2,373.37"
117011,"USD 560,000,000.00",90061012,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640300,Contractual Services,$ 429.69,$ 55.50
117011,"USD 560,000,000.00",90061012,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,642500,Other Expenses,"$ 8,916.55","$ 1,404.10"
117011,"USD 560,000,000.00",90061012,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652000,Travel Domestic,"$ 7,293.99",$ 480.50
117011,"USD 560,000,000.00",90061012,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,"$ 2,654.56"
117011,"USD 560,000,000.00",90061012,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 29,664.20","$ 5,904.16"
117011,"USD 560,000,000.00",90061012,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,691500,Service Center,0,$ 91.52
117011,"USD 560,000,000.00",90061012,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 58,142.51",0
117011,"USD 560,000,000.00",90061012,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 11,743.01"
117011,"USD 560,000,000.00",90061013,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 50,356.26","$ 43,908.47"
117011,"USD 560,000,000.00",90061013,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,"$ 18,051.15","$ 15,784.76"
117011,"USD 560,000,000.00",90061013,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,"$ 9,439.50","$ 4,724.65"
117011,"USD 560,000,000.00",90061013,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,637000,Repairs & Maintenanc,0,"$ 1,052.89"
117011,"USD 560,000,000.00",90061013,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640102,Leased Facilities Ex,0,"$ 2,951.01"
117011,"USD 560,000,000.00",90061013,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640300,Contractual Services,"$ 4,795.23","$ 2,810.85"
117011,"USD 560,000,000.00",90061013,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,641400,Telecommunications,0,$ 935.87
117011,"USD 560,000,000.00",90061013,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,642500,Other Expenses,"$ 22,035.71","$ 6,603.22"
117011,"USD 560,000,000.00",90061013,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,643000,Other Expenses Exclu,0,"$ -1,848.11"
117011,"USD 560,000,000.00",90061013,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652000,Travel Domestic,"$ 83,681.05","$ 35,193.24"
117011,"USD 560,000,000.00",90061013,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,"$ 9,342.40"
117011,"USD 560,000,000.00",90061013,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,653400,Equipment,0,$ -66.17
117011,"USD 560,000,000.00",90061013,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 22,603.12","$ 14,303.32"
117011,"USD 560,000,000.00",90061013,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 43,653.51",0
117011,"USD 560,000,000.00",90061013,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 28,278.54"
117011,"USD 560,000,000.00",90061014,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 19,407.77","$ 23,007.49"
117011,"USD 560,000,000.00",90061014,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,"$ 7,288.66","$ 8,423.65"
117011,"USD 560,000,000.00",90061014,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,"$ 3,430.19","$ 4,435.95"
117011,"USD 560,000,000.00",90061014,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,637000,Repairs & Maintenanc,0,$ 491.86
117011,"USD 560,000,000.00",90061014,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640102,Leased Facilities Ex,0,"$ 2,146.50"
117011,"USD 560,000,000.00",90061014,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640300,Contractual Services,"$ 3,922.46","$ 2,612.81"
117011,"USD 560,000,000.00",90061014,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,641400,Telecommunications,0,$ 833.30
117011,"USD 560,000,000.00",90061014,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,642500,Other Expenses,"$ 9,038.78","$ 4,515.64"
117011,"USD 560,000,000.00",90061014,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,643000,Other Expenses Exclu,0,$ -247.47
117011,"USD 560,000,000.00",90061014,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652000,Travel Domestic,"$ 24,381.64","$ 24,818.71"
117011,"USD 560,000,000.00",90061014,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,"$ 5,070.98"
117011,"USD 560,000,000.00",90061014,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,653400,Equipment,0,$ -44.12
117011,"USD 560,000,000.00",90061014,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 8,096.39","$ 9,025.97"
117011,"USD 560,000,000.00",90061014,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 15,518.52",0
117011,"USD 560,000,000.00",90061014,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 17,479.68"
117011,"USD 560,000,000.00",90061015,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 17,950.24","$ 22,803.07"
117011,"USD 560,000,000.00",90061015,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,612000,Administrative Salar,0,$ 14.88
117011,"USD 560,000,000.00",90061015,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,"$ 6,040.85","$ 7,985.55"
117011,"USD 560,000,000.00",90061015,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,"$ 1,579.08","$ 1,666.81"
117011,"USD 560,000,000.00",90061015,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,637000,Repairs & Maintenanc,0,$ 167.47
117011,"USD 560,000,000.00",90061015,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640102,Leased Facilities Ex,0,"$ 1,347.62"
117011,"USD 560,000,000.00",90061015,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,640300,Contractual Services,$ 711.15,$ 601.69
117011,"USD 560,000,000.00",90061015,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,641400,Telecommunications,0,$ 449.95
117011,"USD 560,000,000.00",90061015,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,642500,Other Expenses,"$ 3,975.40","$ 1,944.65"
117011,"USD 560,000,000.00",90061015,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,643000,Other Expenses Exclu,0,$ -115.72
117011,"USD 560,000,000.00",90061015,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652000,Travel Domestic,"$ 11,805.95","$ 4,593.96"
117011,"USD 560,000,000.00",90061015,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,"$ 1,274.78"
117011,"USD 560,000,000.00",90061015,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,653400,Equipment,0,$ -22.06
117011,"USD 560,000,000.00",90061015,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 5,047.48","$ 5,064.68"
117011,"USD 560,000,000.00",90061015,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 9,691.90",0
117011,"USD 560,000,000.00",90061015,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 9,779.19"
117011,"USD 560,000,000.00",90061016,21.00,03/17/2014,12/31/2019,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 24,918.93","$ 28,190.72"
